,CELG    US Equity,GILD    US Equity,BIIB    US Equity,AMGN    US Equity,REGN    US Equity,INCY    US Equity,ILMN    US Equity,MYL     US Equity,VRTX    US Equity,ALXN    US Equity,BMRN    US Equity,SHPG    US Equity,SGEN    US Equity,ALKS    US Equity,JAZZ    US Equity,TSRO    US Equity,QGEN    US Equity,UTHR    US Equity,EXEL    US Equity,IONS    US Equity,OPK     US Equity,ALNY    US Equity,ACAD    US Equity,PRAH    US Equity,KITE    US Equity,TECH    US Equity,BLUE    US Equity,NKTR    US Equity,MDCO    US Equity,NBIX    US Equity,AKRX    US Equity,CLVS    US Equity,ICPT    US Equity,RARE    US Equity,GWPH    US Equity,CBPO    US Equity,GRFS    US Equity,SAGE    US Equity,ENDP    US Equity,AGIO    US Equity,INCR    US Equity,HZNP    US Equity,IRWD    US Equity,JUNO    US Equity,PTLA    US Equity,LGND    US Equity,AVXS    US Equity,PRTA    US Equity,TBPH    US Equity,HALO    US Equity,PCRX    US Equity,RDUS    US Equity,ONCE    US Equity,SRPT    US Equity,FGEN    US Equity,ARRY    US Equity,SUPN    US Equity,AERI    US Equity,LXRX    US Equity,GBT     US Equity,INVA    US Equity,BPMC    US Equity,MYGN    US Equity,EGRX    US Equity,DERM    US Equity,ACOR    US Equity,RGEN    US Equity,FMI     US Equity,CHRS    US Equity,GHDX    US Equity,ALDR    US Equity,FOLD    US Equity,INSM    US Equity,FPRX    US Equity,XLRN    US Equity,EPZM    US Equity,XNCR    US Equity,MNTA    US Equity,LOXO    US Equity,AIMT    US Equity,IPXL    US Equity,SGYP    US Equity,DEPO    US Equity,DBVT    US Equity,AMRN    US Equity,ESPR    US Equity,EDIT    US Equity,INSY    US Equity,AMAG    US Equity,FLXN    US Equity,VSAR    US Equity,IMMU    US Equity,LMNX    US Equity,PGNX    US Equity,ADRO    US Equity,NVCR    US Equity,ITCI    US Equity,AMPH    US Equity,BGNE    US Equity,RTRX    US Equity,BCRX    US Equity,VNDA    US Equity,MGNX    US Equity,ARDX    US Equity,OMER    US Equity,NLNK    US Equity,ENTA    US Equity,RVNC    US Equity,NH      US Equity,AMRI    US Equity,ANIP    US Equity,XBIT    US Equity,RGNX    US Equity,ATRA    US Equity,ACHN    US Equity,SPPI    US Equity,CYTK    US Equity,SCMP    US Equity,NTLA    US Equity,INO     US Equity,KPTI    US Equity,LBIO    US Equity,CERS    US Equity,PACB    US Equity,MCRB    US Equity,TLGT    US Equity,NSTG    US Equity,RIGL    US Equity,CLDX    US Equity,CRIS    US Equity,PRTK    US Equity,MACK    US Equity,ADMS    US Equity,OTIC    US Equity,AQXP    US Equity,BOLD    US Equity,AVDL    US Equity,ARNA    US Equity,GERN    US Equity,AKBA    US Equity,NVAX    US Equity,PDLI    US Equity,CCXI    US Equity,OMED    US Equity,COLL    US Equity,BLCM    US Equity,ONVO    US Equity,NERV    US Equity,PTCT    US Equity,NK      US Equity,SGMO    US Equity,BRIXX   US Equity,ZGNX    US Equity,CGEN    US Equity,CEMP    US Equity,MNOV    US Equity,TRVN    US Equity,PETX    US Equity,FOMX    US Equity,CLSD    US Equity,ARZ     CN Equity,ARWR    US Equity,OPHT    US Equity
6/14/2013,119.36,52.23,211.99,97.42,236.93,21.17,67.99,31.68,80.31,92.22,58.14,98.1,32.73,29.4,70.86,38.66,19.11,65.42,4.7,23,6.83,30.11,19.31,,,66.59,,9.27,32.77,12.76,13.55,67.23,32.51,,8.65,22.58,26.3,,38.78,,,2.28,11.76,,20.05,32.91,,11.36,,6.43,29.83,,,38.49,,5.01,6.31,,2.25,,36.04,,27.59,,,34.03,7.61,,,34.15,,3.19,12.61,,,22.33,,14.02,,,18.85,4.61,5.76,,6.76,,,11.12,20.51,,,4.09,20.14,4.77,,,,,,5.8,1.68,11.55,,,4.96,20.72,16.87,,,11.83,1.24,,,,7.7,8.15,1.41,7,,0.67,,0.0201,4.55,2.65,,1.4,,3.69,16.05,3.42,2.91,5.97,,,,,6.15,7.78,1.14,,1.9,7.86,11.63,,,,4.06,,,,7.69,,1.4,6.37,7,2.62,,,,,,2,
6/21/2013,113.89,48.83,199.074,98.282,215.47,19.07,69.93,30.625,75.978,88.492,55.6,94.75,30.3,27.21,67.13,32.22,19.34,63.34,4.51,21.99,7.02,29.01,17.98,,,69.194,25.5,10.995,32.93,12.89,13.22,65.05,39.05,,8.75,22.32,26.49,,37.81,,,2.46,11.4,,20.73,34.8,,12.06,,6.15,29.55,,,38.11,,5.005,6.44,,2.17,,37.595,,25.75,,,33.18,7.99,,,34.44,,2.33,12.02,,,26.3,,14.08,,,18.09,4.83,5.88,,6.285,,,11.21,19.86,,,5.01,20.7,4.21,,,,,,5.85,1.51,8.27,,,4.97,22.52,17.6,,,11.3,1.05,,,,7.89,8.01,2.16,6.78,,0.695,,0.0161,4.45,2.52,,1.33,,3.75,14.06,3.39,2.96,6.06,,,,,6.08,8.045,1.21,,2.01,7.74,13.04,,,,4.05,,17.5,,7.35,,1.64,5.92,7.25,2.77,,,,,,1.84,
6/28/2013,116.98,51.27,215.2,98.66,224.88,22,74.84,31.03,80.06,92.24,55.74,95.11,31.46,28.68,68.73,32.74,19.91,65.82,4.54,26.87,7.1,31,18.15,,,69.08,24.97,11.55,30.76,13.38,13.52,66.98,44.84,,8.81,23.19,28.48,,36.79,,,2.46,9.93,,24.57,37.4,,12.91,,7.95,29,,,38.039,,4.54,6.43,,2.17,,38.53,,26.87,,,32.99,8.24,,,31.71,,2.33,11.96,,,28.13,,15.06,,,19.938,4.32,5.62,,5.8,14.1,,13.84,22.25,,,5.44,20.61,4.46,,,,,,5.55,1.55,8.08,,,5.04,19.72,17.71,,,11.87,1,,,,8.18,7.46,11.57,6.58,,0.7961,,0.0165,4.42,2.53,,1.43,8,3.34,15.61,3.19,3.02,6.74,,,,,6.138,7.7,1.5,,2.05,7.72,14.14,,,,3.78,,15,,7.81,,1.71,5.43,7.77,2.63,,7.56,,,,2,
7/5/2013,122.48,53.32,221.65,97.64,233.48,23.69,75.28,30.84,82.43,96.45,59.63,97.05,34.91,29.2,72.12,32.49,19.72,67.21,4.88,30,7.25,37.82,18.04,,,70.64,29.27,12,32.79,14,13.81,75.45,44.7,,8.79,24.1,29.94,,39.04,,,2.4,10.48,,23.54,40.03,,12.53,,8.04,30.78,,,40.67,,4.97,6.68,,2.38,,39.56,,28.86,,,36.6,8.87,,,33.77,,2.36,10.34,,,30.39,,14.85,,,20.36,4.05,5.79,,5.96,14.58,,14.75,22.69,,,5.41,22.31,4.61,,,,,,4.9,1.62,8.5,,,5.52,19.26,17.38,,,13.35,0.95,,,,6.19,7.88,12.81,6.61,,0.85,,,4.4,2.63,,1.43,8.62,3.55,21.27,3.52,2.87,7,,,,,5.86,7,1.53,,2.62,7.9,13.32,,,,3.87,,15.2,,8.465,,1.55,5.22,7.8,2.62,,8.97,,,,2,
7/12/2013,134.56,57.339,226.34,104.27,266,23.73,74.9,32.09,87.79,114.26,64.81,102.43,38.12,30.57,72.75,38.28,20.59,69.08,4.91,33.72,7.46,50.04,18.49,,,73.72,30.65,12.5,31.56,14.48,14.34,74.74,51.01,,8.9,24.73,30.9,,39.22,,,2.49,11.11,,24.12,43.86,,15.53,,8.44,32.01,,,44.33,,5.53,6.53,,2.62,,42.09,,31.79,,,37.73,9.61,,,35.69,,2.36,10.81,,,37.08,,14.9,,,20.24,4.4,6.14,,5.265,17.05,,17.05,23.83,,,5.75,23.19,5.79,,,,,,6.1,1.81,9.368,,,5.85,18.75,17.8,,,13.64,1.06,,,,6.95,8.46,13.82,6.99,,1.23,,0.02,4.9,2.76,,1.5,9,3.82,20.33,3.82,2.96,5.08,,,,,6.44,7.2,1.54,,2.64,8.18,14.14,,,,6.01,,16.94,,9.55,,1.55,5.445,8.59,2.62,,8.51,,,,2.34,
7/19/2013,135.89,60.1,230.27,109.39,274.86,23.11,74.31,32.67,88.51,112.17,64.73,102.88,39.11,31.18,71.53,40.12,20.67,70,5.44,31.05,7.72,44.34,20.02,,,73.66,33.99,12.88,30.92,14.55,13.95,78.59,50.49,,8.85,26,30.1,,38.06,,,2.7,11.23,,22.95,47.41,,16.58,,8.14,35.23,,,44.35,,5.4,6.51,,2.67,,38.75,,31,,,37.59,9.78,,,35.29,,2.18,12.08,,,38.75,,15.55,,,20.61,4.34,6.1,,5.54,16.9,,17.14,22.64,,,6.18,23.34,6.16,,,,,,5.5,2.46,9.01,,,5.72,18.32,17.65,,,13.15,7,,,,7.24,8.54,13.5,6.6,,1.24,,0.0251,5.18,2.75,,1.41,9.44,3.8,21.08,3.75,2.87,4.83,,,,,5.77,6.98,1.48,,2.535,8.11,14.35,26.7,,,6.72,,17.75,,9.66,,1.61,5.31,8.85,2.65,,10.12,,,,2.79,
7/26/2013,143.94,62.57,223.23,109.6,269.21,23.34,81.44,33.43,80.71,112.5,63.91,108.59,39.74,32.93,74.44,34.4,20.76,72.5,4.9,28.97,7.68,45.76,18.63,,,74.52,30.52,11.84,30.68,13.91,13.91,75.72,45.8,,11.2,24.78,31.35,,38.01,28.53,,2.68,12.49,,23.63,48.88,,17.25,,8.4,34.71,,,36.96,,6.36,6.84,,2.4,,36.6,,31.41,,,38.485,10.19,,,36.07,,2.36,11.24,,,32.84,,17.34,,,20.94,4.51,6.17,,5.31,17.07,,19,22.46,,,5.8,23.55,5.91,,,,,,5.5,4.62,8.39,,,5.51,17.58,17.37,,,12.99,7.29,,,,7.01,8.39,13.24,6.64,,1.44,,0.06,5.31,2.65,,1.53,9.2,3.68,20.27,3.91,2.85,4.83,,,,,5.95,6.86,1.38,,2.49,8.15,14.03,19.31,,,6.27,,16.57,,10.18,,1.59,5.22,8.78,2.65,,9.55,,,,3.07,
8/2/2013,147.35,61.75,227.76,109.06,272.39,26.84,77.28,36.4,79.44,117.28,64.46,111.77,43.28,33.63,76.23,38.08,21.68,76.69,5.25,29.23,7.52,48.83,20.41,,,75.99,31.55,12.3,31.37,14.78,14.14,76.09,45.72,,10.4,24.6,32.97,,39.21,28.84,,2.62,12.59,,23.96,46.59,,17.65,,7.05,34.5,,,38.13,,6.92,6.63,,2.49,,38.72,,29.78,,,37.48,10.16,,,35.05,,2.48,11.13,,,35.99,,16.05,,,20.97,4.6,6.52,,5.44,18.25,,17.6,23.5,,,5.41,19.95,5.78,,,,,,5.95,5.87,11.64,,,5.7,17.68,18.93,,,13.01,6.569,,,,7.06,8.46,11.01,6.18,,2.08,,0.06,5.8,2.85,,1.47,8.47,4.15,21.57,4.01,3.03,4.78,,,,,6.14,6.94,1.39,,2.66,8.37,13.65,20.53,,,4.6,,14.06,,9.98,,1.57,5.46,9.2,2.61,,9.5,,,,4.13,
8/9/2013,142.07,59.21,212.35,109.63,250.01,27.29,78.71,37.19,77.15,114.09,64.25,111.24,41.55,34.04,80.88,34.4,21.52,73.75,4.95,28.21,7.49,48.22,20.76,,,79.18,28.41,12.41,32.14,14.47,15.97,73.35,45.36,,10.42,23.42,32.52,,36.81,30,,2.29,11.63,,23.25,42.64,,15.75,,6.72,35.55,,,34.94,,6.23,6.5,,2.42,,37.2,,30,,,34.49,10.04,,,33.09,,2.79,10.57,,,35.11,,15.93,,,21.74,4.5,6.8,,5.39,16.69,,17.43,23.26,,,5.08,21.14,5.14,,,,,,5.49,5.7,11.07,,,5.63,17.43,17.67,,,12.6,6.55,,,,6.43,7.78,10.47,6.43,,1.92,,0.0595,5.74,3.57,,1.54,7.24,4.12,18.95,3.79,2.8,4.36,,,,,6.04,7.33,1.49,,2.32,8.24,12.8,19.84,,,5.5,,15.42,,9.97,,1.61,7.88,8.69,2.59,,9.74,,,,4.44,
8/16/2013,132.49,56.91,206.89,104.91,230.98,26.67,77.036,36.19,76.506,105,63.33,112.85,40.97,32.21,79.91,31,20.94,71.21,4.91,25.17,7.92,48.26,19.7,,,75.01,29.24,11.15,30.21,14.41,16.29,67.05,44.25,,10.06,23.08,31.95,,36.81,31.91,,2.14,10.35,,21.17,43.058,,16.05,,6.8,36.11,,,33.08,,6.1,6.64,,2.19,,35.98,,27.41,,,34.05,9.87,,,32.05,,2.61,11.25,,,31.34,,15.03,,,20.65,4.34,6.65,,6,17.24,,24.144,22.8,,,5.13,20.76,4.56,,,,,,5.84,5.48,10.52,,,5.07,18.08,18.58,,,10.96,6.8201,,,,6.56,7.45,10.07,6.12,,1.44,,0.061,5.37,3.59,,1.6,7.79,3.49,20.12,3.91,2.76,3.34,,,,,6.06,6.83,1.42,,2.65,7.985,12.03,18.58,,,5.87,,15.66,,9.85,,1.58,8.52,7.82,2.53,,8.9,,,,4,
8/23/2013,138.27,59.64,211.38,105.6,238.85,34.76,79.31,35.79,77.78,105.46,64.74,113.59,41.71,32.71,85.25,33.01,20.97,71.66,5.16,25.64,8.5,51.93,20.63,,,76.55,26.02,12.15,30.92,15,16.19,68.44,43.71,,10.59,24.81,31.23,,38.98,25.87,,2.65,11.3,,22.01,44.36,,18.76,,7.49,36.58,,,33.65,,6.02,6.99,,2.49,,36.12,,27.77,,,34.36,10.18,,,32.14,,2.63,13.57,,,29.09,,14.96,,,20.95,4.48,7.2,,6.06,16.8,,30.92,24.37,,,5.71,21.91,4.79,,,,,,6.26,5.99,11.32,,,4.91,18.39,18.5,,,11.64,8.5,,,,6.66,8.07,11.47,6.21,,1.66,,0.06,5.26,4.43,,2.09,8.35,3.63,23.59,4.33,2.8,3.405,,,,,6.28,6.96,1.52,,2.88,8.15,8.32,16.85,,,5.5,,15.82,,9.99,,1.56,9.98,8.39,2.33,,8.84,,,,4.33,
8/30/2013,139.98,60.27,213.02,108.94,242.31,33.89,77.84,35.34,75.15,107.76,65.47,110.22,42.4,31.75,87.69,34.58,20.04,70.91,5.01,25.83,9.24,51.8,19.96,,,77.51,24.9,12.18,31.61,14.57,17.97,64.5,45.74,,12.42,24.3,30.29,,41.09,23.58,,2.53,11.65,,22.6,48.09,,20.04,,8.31,36.22,,,34.13,,5.61,6.62,,2.49,,35.85,,26.17,,,33.79,9.76,,,31.52,,2.39,15.21,,,27.75,,14.09,,,20.38,4.44,7.17,,6.3,16.12,,28.01,23.66,,,5.95,20.3,5.56,,,,,,6,6.38,11.43,,,5.03,17.31,18.58,,,11.01,7.1,,,,6.45,7.66,10.47,5.92,,1.7,,0.055,5.23,4.18,,1.89,7.65,3.15,21.72,4.38,2.69,3.38,,,,,6.02,6.41,1.43,,3.15,7.94,8.1,16.23,,,5.71,,17.94,,9.87,,1.7,9.71,9,2.3701,,8.17,,,,4.15,
9/6/2013,146.97,61.12,225.18,111.01,267.57,35.62,79.14,35.29,78.99,111.56,72.7,114.39,44.19,32.91,87.29,36.29,20.61,73.67,5.41,27.92,8.49,55.9,21.41,,,76.23,25.46,13.04,31.54,16.11,18.95,60.26,48.14,,16.4,24.76,31.04,,43.13,27.08,,2.56,12.8,,25.83,45.68,,19.71,,8.98,36.65,,,36.72,,5.65,6.67,,2.27,,37.52,,27.85,,,35.69,9.94,,,32.84,,2.58,15.15,,,29.87,,15.14,,,21.04,4.62,7.36,,7.19,15.4,,33.82,24.82,,,6.21,20.07,5.88,,,,,,6,6.43,11.69,,,5.15,16.55,18.61,,,11.27,7.205,,,,7.2,7.9,8.56,5.81,,2.43,,0.0595,5.62,3.66,,1.92,7.6,3.54,23.79,4.29,2.9,3.97,,,,,6.19,6.39,1.54,,3.24,7.76,8.26,16.05,,,5.63,,19.07,,10.32,,1.89,9.88,9.12,2.32,,8.9,,,,4.33,
9/13/2013,149.48,63.53,234.71,115.06,289.968,36.391,84.55,38.92,78.25,114.14,70.77,119.27,48.48,34.28,87.18,40.018,20.92,77.59,5.35,31.52,8.54,55.13,23.12,,,77.52,27.58,13.499,34.54,10.64,18.6,66.85,49.34,,13.99,24.26,31.17,,43.7,26.55,,2.77,13.43,,26.16,47.01,,20.15,,9.145,39.55,,,37.21,,6.12,6.62,,2.205,,40.7,,26.14,,,35.83,9.9,,,33.99,,2.7,16.15,,,32.67,,15.55,,,20.64,4.7,7.58,,6.6,16.59,,34.75,25.07,,,6.06,20.17,5.85,,,,,,7.2,6.33,11.64,,,5.09,16.97,19.09,,,12.08,7.5,,,,7.28,8.02,8.18,5.69,,2.35,,0.062,5.64,3.65,,1.94,11.13,3.659,23.9,4.31,3.68,3.87,,,,,6.37,6.06,1.99,,3.39,7.81,6.19,17.334,,,5.16,,21.34,,11.28,,1.95,9.23,8.92,2.39,,13.978,,,,4.76,
9/20/2013,149.858,63.86,248.13,116.852,300.8,35.66,80.94,38.66,76.15,113.65,76.95,123.53,46,35.09,88.18,44.135,21.15,77.86,5.68,36.06,8.38,57.225,24.87,,,81.28,25.19,13.96,32.532,11.06,18.59,74.558,63.94,,15.2,24.85,32.05,,45.4,26.71,,3.42,12.1,,26.73,45.648,,20.98,,9.83,41.912,,,43.3,,6.295,6.85,,2.33,,42.1,,25.09,,,35.01,10.14,,,32.46,,2.58,15.16,13.74,20.99,35.83,,15.51,,,20.38,4.9,7.49,,6.415,16.71,,36.81,26.43,,,5.83,20.22,5.24,,,,,,7.25,7.01,12.96,,,7.16,17.27,25,,,12.51,9.33,,,,7.29,8.46,8.17,6.05,,2.18,,0.0495,5.99,3.43,,1.83,10.78,3.58,28.96,4.29,3.74,3.82,,,,,6.31,5.935,2.47,,3.12,8.045,5.89,16.27,,,5.8,,17.88,,10.31,,1.95,9.45,9.13,2.25,,14.75,,,,4.75,
9/27/2013,154.61,63.54,244.82,113.19,305.65,37.57,81.01,38.32,76.098,116.42,74.09,118.87,43.94,33.64,89.78,39.44,21.88,78.72,5.78,38.36,8.66,64.07,27.03,,,80.16,27.14,10.541,34,11.45,18.98,60.59,68.3,,17.75,28.06,30.47,,45.61,27.86,,3.35,11.97,,24.61,42.55,,20.24,,11.3,47.47,,,46.79,,6.1,7.45,,2.39,,41.36,,25.92,,,34.74,11.36,35.65,,30.83,,2.39,15.25,13.8,22.92,39.51,,14.36,,,20.31,4.64,7.55,,6.55,18.7,,33.12,21.65,,,6.2,20.12,5.18,,,,,,6.9,7.28,11.63,,,9.86,17.51,23.01,,,12.69,9.4,,,,7.24,8.15,7.73,6.6,,2.16,,5.05,6.34,5.59,,1.9,11.64,3.65,36.01,4.3,3.27,3.97,,,,,6.57,5.79,3.7,,3.17,8.24,5.67,16.29,,,6.09,,21.37,,10.79,,1.855,9.62,10.84,2.4,,16.57,,,,6.05,29.18
10/4/2013,157.27,63.04,240.3,112.91,308.6,40.11,81.19,40.25,77.21,116.44,73.82,118.33,45.35,32.32,90.99,40.07,21.2,85.48,5.77,36.07,9.97,64.63,28.77,,,80.68,25.96,10.68,33.19,11.67,20.36,56.99,68.89,,24.7,29,30.37,,45.54,33.18,,3.67,11.52,,27.58,48.67,,22.07,,10.93,53.77,,,53.48,,6.49,7.25,,2.88,,40.32,,25.11,,,36.54,11.11,33.43,,30.75,,2.34,15.18,13.06,25.89,39.28,,15.15,,,20.83,4.43,7.55,,7.18,18.61,,44.15,21.23,,,6.75,19.9,4.42,,,,,,6.45,7.35,10.79,,,13.14,20.86,21.84,,,12.86,11.17,,,,2.72,8.49,7.08,6.41,,2.21,,11,6.85,5.45,,1.9,11.39,3.6,32.55,4.32,3.37,3.97,,,,,7.56,4.84,3.35,,3.33,7.77,5.41,16.26,,,5.55,,19.03,,12.65,,2.53,10.2,12.3,2.52,,19.13,,,,6.04,34.59
10/11/2013,153.17,62.69,234.8,110.89,290.3,37.05,81,39.91,70.92,108.81,67.73,117.26,39.72,31.59,83.51,37.99,21.05,81.79,5.295,32.54,10.07,59.2,21.49,,,80.87,22.46,9.76,33.37,10.27,19.85,50.22,60.02,,28.81,27.77,29.19,,45,24.76,,3.76,10.88,,22.61,47.52,,20.67,,10.1,53.09,,,46.648,,5.53,6.96,,2.66,,36.27,,22.77,,,35.34,10.46,33.7,,30.09,,2.24,13.21,13.19,22.12,35.85,,15.68,,,19.595,4.45,7.44,,5.09,16.69,,40.2,19.85,,,5.41,17.99,4.14,,,,,,6.45,6.57,9.715,26.1,,11.78,19.26,20.62,,,12.6,10.51,,,,2.66,8.64,7.04,6.5,,2.06,,7,6.51,4.99,,2.05,11,3.39,27.22,4.29,3.63,3.61,,,,,7.01,4.37,3.08,,3.01,7.98,5.2,14.15,,,5.9,,17.2,,11.19,,2.34,10.11,12.37,2.63,,23.49,,,,8.05,27.63
10/18/2013,160.55,68.21,244.904,114.918,303.56,38.04,81.43,38.55,77.06,108.43,66.36,122.49,40.04,35.02,85.01,39.53,21.02,82.47,5.39,32.68,11.6,59.75,23.99,,,86.69,23.8,10.24,33.01,10.75,20.74,50.58,55.66,,29.12,29.5,30.2,,44.64,28.52,,3.75,10.7,,23.75,54.68,,20.97,,12.05,54.19,,,43.02,,5.435,6.69,,2.59,,34.17,,24.99,,,32.8,10.34,33.99,,30.33,,2.4,15.25,13.82,22.8,36.54,,16.42,,,20.52,4.45,7.33,,2.03,17.2,,39.86,21.53,,,4.475,19.19,4.1,,,,,,6.6,6.725,7.83,25.41,,11.41,18.3,20.3,,,13.12,11.11,,,,2.91,8.49,7.09,6.67,,2.09,,5.81,6.63,5.29,,1.95,11.15,3.52,25.8,4.56,3.62,3.5,,,,,7.08,4.5,4.28,,2.97,8.15,5.34,14.76,,,6.13,,19.24,,11.12,,2.3,11.08,12,2.58,,28.04,,,,7.87,29.25
10/25/2013,155.74,69.68,252.26,116.32,302.24,40.59,93.29,38.43,76.83,125.17,66.24,135.9,40.71,36.15,92.7,39.89,21.885,82.65,5.35,35.44,10.74,60.74,24.07,,,88.34,22.95,10.39,35.17,10.65,20.78,56.93,58.92,,31.96,28.58,30,,45.92,26.52,,4.53,10.03,,23.47,57,,23.6,,11.8,49.37,,,42.78,,5.52,6.45,10.61,2.56,,39.07,,25.31,,,33.12,10.16,30.87,,30.74,,2.27,14.69,13.88,22.85,39.03,,16.43,,,20.47,4.21,7.49,,2.18,15.14,,39.37,24.7,,,4.4,19.65,4.135,,,,,,6.95,6.56,8.5,27.5,,10.89,17.22,20,,,13.1,10.09,,,,2.5,8.6,6.61,6.53,,2,,5.41,6.77,4.22,,1.91,10.5,3.34,24.65,4.32,3.72,3.38,,,,,6.95,4.75,4.12,,2.88,8.41,5.05,15.04,,,6.76,,20.71,,10.34,,3.04,10.32,11.87,2.52,,24.58,,,,7.99,34
11/1/2013,151.305,70.97,243.1,118.688,285.79,40.4,95.714,38.01,67.36,123.358,62.28,134.04,38.95,35.62,90.08,38.12,23.25,90.34,4.97,33.11,10.02,57.06,22.5,,,88.65,21.19,9.45,33.88,9.28,20.32,50.99,53.39,,30.49,29.37,29.91,,44.22,23,,4.2,9.59,,23,52.09,,24.258,,11.58,51.57,,,37.52,,5.13,7.01,10.5,2.355,,36.57,,24.65,,,30.89,11.15,31.2,,29.04,,2.11,14.56,10.48,21.24,36.16,,16.3,,,20.89,3.93,7.26,,1.641,14.9,,41.732,26.37,,,3.715,19.22,3.68,,,,,,6.8,5.58,7.02,27.32,,9.65,17.6,20.15,,,13.16,10.2,,,,2.53,8.69,6.025,6.11,,1.75,,4.35,6.41,4.13,,2.35,9.95,3.02,22.62,3.93,3.75,2.44,,,,,6.1,4.39,3.94,,3.04,8.2,4.96,13.29,,,7.45,,17.5,,9.47,,2.92,9.89,10.79,2.36,,20.06,,,,7.1,32.35
11/8/2013,148.92,67.37,236.69,113.21,283.07,37.56,96.05,40.41,61.06,117.43,61.47,134.4,38.92,36.12,98.24,33.03,22.6,90.46,4.995,32.79,10.31,52.98,21.73,,,87.2,20.95,10.84,35.75,8.98,21.16,52.85,48.97,,29.03,28.62,29.96,,60.5,19.85,,4.86,9.24,,24.62,48.33,,24.9,,12.9,51.44,,,36,,5.59,6.98,10.89,2.38,,34.62,,26.59,,,31.8,11.95,28.68,,35.16,,2.06,15.06,9.05,18.5,33.88,,17.15,,,22.51,4.01,7.45,,1.57,14.85,,41.95,24.47,,,3.73,18.43,3.88,,,,,,7.25,5.55,6.24,25.91,,8.63,17.57,20.01,,,13.74,11.73,,,,2.49,9.42,6.52,6.43,,1.89,16.24,3.55,5.91,4.11,,2.39,10.66,2.87,25.65,2.75,3.55,2.47,,,,,5.82,4.79,4.605,,2.9,8.48,4.85,13.05,,,8.2,,16.86,,9.69,,2.66,10.56,10.72,2.15,,21.14,,,,7.36,27.5
11/15/2013,151.11,69.89,245.09,114.98,280,47.51,93.53,42.36,63.39,124.07,69.29,136.38,41.7,37.97,108.39,37.73,24.65,94,5.29,32.15,10.05,53.95,22.83,,,88.1,18.94,11.36,37.99,8.85,23.24,51.27,50.53,,35.67,28.73,32.69,,65.12,17.6,,4.58,9.95,,26.21,52.54,,26.72,,13.53,55.85,,,14.37,,5.68,7.12,10.7,2.25,,36.02,,26.46,,,33.92,12.91,24.49,,35.45,,2.09,15.22,9.75,19.71,19,,17.11,,,23.3,4.48,7.92,,1.55,13.75,,41.71,24.56,,,3.79,18.51,3.85,,,,,,5.9,5.72,14.586,27.11,,7.85,17.9,20.25,,,14.12,11.84,,,,2.73,9.82,6.69,6.7,,2,16,5.35,5.93,4.07,,3.06,12.05,2.77,24.84,2.82,3.6,2.5,,,,,7.01,5.46,5.42,,3.04,8.9,4.79,13.42,,,12.5,,14.56,,10.52,,2.95,9.97,11.7,2.1032,,20.13,,,,7.42,23.69
11/22/2013,163.33,74.27,285.616,113.03,293.68,48.52,99.83,42.67,66.28,122.79,71.04,138.6,40.53,39.79,113.34,36.78,23.56,93.34,5.61,36.18,9.99,58.33,22.34,,,86.95,17.57,11.8,37.4,8.93,24.6,58.42,51.54,,35.04,29.57,33.15,,65.99,17.85,,6.49,10.58,,23.89,53.54,,27.11,,14.09,54.63,,,15.63,,5.22,6.95,11.64,2.31,,37.1,,28.79,,,34.22,13.18,26.32,,35.88,,2.03,15.3,8.91,21.07,20.96,,17.78,,,23.49,4.37,8.55,,1.76,11.74,,39.91,25.25,,,4.45,18.83,4.6,,,,,,6.25,5.78,11.06,23.79,,7.17,20.92,23.4,,,11.56,13.36,,,,3.07,9.5,6.31,7.44,,2.14,16,5.01,6.51,3.93,,2.87,12.17,2.66,28.31,2.82,3.62,3.09,,,,,7.27,5.85,5.27,,3.47,9.375,5.01,12.77,,,9.15,,14.75,,11.29,,2.88,10.11,12.5,2.22,,19.86,,,,7.44,25.47
11/29/2013,161.77,74.81,290.97,114.08,293.86,46.6,98,44.13,69.42,124.5,70.428,135.81,41.09,40.381,116.92,39,23.29,92.31,5.83,38.76,10.54,61.2,23.29,,,85.54,20.42,12.56,36.61,9.82,25.75,60.289,52.37,,36.49,29.59,34.335,,67.19,17.55,,7.22,11.42,,25,55.68,,28.23,,14.76,55.19,,,18.64,,5.72,7.23,11.25,2.4,,37.76,,29.75,,,34.81,13.47,25.04,,35.18,,2.45,16.2,10.1,21.77,20.94,,17.79,,,24.04,4.58,8.82,,1.82,11.93,,44.1,24.53,,,4.32,19.57,5.12,,,,,,7,6.45,11.74,26.47,,7.89,22.5,27.03,,,12.08,14.25,,,,3.46,9.63,6.49,7.44,,2.1,16.29,8.42,6.69,4.22,,3.29,11.81,2.66,27.76,3.2,3.59,3.94,,,,,7.3399,6.52,5.37,,3.72,9.77,5.17,13.46,,,8.88,,15.67,,12.21,,3.23,10.39,12.93,2.29,,19.8,,,,8.23,28.25
